"date","mean","max","min","sd","cv","n","method","category","site"
1998-04-14,13.46875,14.44,12.22,1.10004464195128,8.16738481263129,8,"WQ_w_fish","data","SB1,STTD"
1998-04-15,14.63,15,13.89,0.573201535238697,3.91798725385302,6,"WQ_w_fish","data","FW1,AL1,STTD"
1998-04-16,13.33,14.44,12.22,0.906311204829775,6.79903379467198,4,"WQ_w_fish","data","YB,STTD"
1998-04-17,17.4763636363636,20,16.11,1.5169658712527,8.68010017882837,11,"WQ_w_fish","data","YB,STTD"
1998-04-20,20.78,22.22,16.67,2.30987012621922,11.1158331386873,5,"WQ_w_fish","data","YB,STTD"
1998-04-21,22.6171428571429,23.89,22.22,0.697249699072824,3.08283722429874,7,"WQ_w_fish","data","PCS"
1998-04-22,22.78,22.78,22.78,NA,NA,1,"WQ_w_fish","data","STTD"
1998-04-23,19.44,19.44,19.44,NA,NA,1,"WQ_w_fish","data","STTD"
1998-04-24,17.22,17.22,17.22,NA,NA,1,"WQ_w_fish","data","STTD"
1998-04-26,16.67,16.67,16.67,NA,NA,1,"WQ_w_fish","data","STTD"
1998-04-27,23.7314285714286,26.67,17.78,2.88134475879712,12.1414720151576,7,"WQ_w_fish","data","PCS,STTD"
1998-04-28,22.8781818181818,26.11,20,2.06131908341148,9.00997771498305,11,"WQ_w_fish","data","FW1,YB,STTD"
1998-04-29,21.3925,21.67,20.56,0.555000000000001,2.59436718476102,4,"WQ_w_fish","data","SB1"
1998-04-30,21.721,23.33,20,1.23911662082308,5.70469417072453,10,"WQ_w_fish","data","YB,STTD"
1998-05-01,20.56,20.56,20.56,NA,NA,1,"WQ_w_fish","data","STTD"
1998-05-04,19.44,19.44,19.44,NA,NA,1,"WQ_w_fish","data","STTD"
1998-05-05,19.44,19.44,19.44,0,0,6,"WQ_w_fish","data","LIS"
1998-05-07,18.33,18.33,18.33,NA,NA,1,"WQ_w_fish","data","STTD"
1998-05-08,18.33,18.33,18.33,NA,NA,1,"WQ_w_fish","data","STTD"
1998-05-11,17.78,17.78,17.78,NA,NA,1,"WQ_w_fish","data","STTD"
1998-05-12,17.22,17.22,17.22,NA,NA,1,"WQ_w_fish","data","STTD"
1998-05-13,16.11,16.11,16.11,NA,NA,1,"WQ_w_fish","data","STTD"
1998-05-14,16.11,16.11,16.11,NA,NA,1,"WQ_w_fish","data","STTD"
1998-05-15,16.67,16.67,16.67,NA,NA,1,"WQ_w_fish","data","STTD"
1998-05-21,18.33,18.33,18.33,NA,NA,1,"WQ_w_fish","data","STTD"
1998-05-22,20,20,20,NA,NA,1,"WQ_w_fish","data","STTD"
1998-05-28,18.89,18.89,18.89,NA,NA,1,"WQ_w_fish","data","STTD"
1998-05-29,16.67,16.67,16.67,NA,NA,1,"WQ_w_fish","data","STTD"
1998-06-03,18.33,18.33,18.33,NA,NA,1,"WQ_w_fish","data","LIS"
1998-06-08,20.28,20.56,20,0.395979797464466,1.95256310386817,2,"WQ_w_fish","data","LIS,STTD"
1998-06-09,20.56,20.56,20.56,NA,NA,1,"WQ_w_fish","data","STTD"
1998-06-10,20.56,20.56,20.56,NA,NA,1,"WQ_w_fish","data","STTD"
1998-06-11,19.44,19.44,19.44,NA,NA,1,"WQ_w_fish","data","STTD"
1998-06-12,20.558,21.67,18.89,1.17969063741305,5.73835313460963,5,"WQ_w_fish","data","FW1,BL4,STTD"
1998-06-15,28.33375,31.11,25,2.56976895848635,9.06963941760743,8,"WQ_w_fish","data","BL4,YB,STTD"
1998-06-16,25.1866666666667,25.56,24.44,0.646632301492379,2.56735958771458,3,"WQ_w_fish","data","SB1,STTD"
1998-06-17,22.22,22.22,22.22,NA,NA,1,"WQ_w_fish","data","STTD"
1998-06-18,23.33,23.33,23.33,NA,NA,1,"WQ_w_fish","data","STTD"
1998-06-19,23.33,23.33,23.33,NA,NA,1,"WQ_w_fish","data","STTD"
1998-06-22,22.22,22.22,22.22,NA,NA,1,"WQ_w_fish","data","SB1"
1998-06-23,22.78,22.78,22.78,NA,NA,1,"WQ_w_fish","data","STTD"
1998-06-25,22.78,22.78,22.78,NA,NA,1,"WQ_w_fish","data","STTD"
1998-07-14,25.83,27.22,24.44,1.9657568516986,7.61036334378088,2,"WQ_w_fish","data","YB"
1998-08-28,22.78,22.78,22.78,NA,NA,1,"WQ_w_fish","data","YB"
1998-10-09,18.89,18.89,18.89,NA,NA,1,"WQ_w_fish","data","YB"
1998-11-23,12.775,14.44,11.11,2.3546655813512,18.4318245115554,2,"WQ_w_fish","data","YB,FW1"
1998-12-11,8.33,8.33,8.33,NA,NA,1,"WQ_w_fish","data","STTD"
1998-12-21,4.445,5.56,3.33,1.576848122046,35.4746484149831,2,"WQ_w_fish","data","YB,FW1"
1999-01-11,5.83,5.83,5.83,NA,NA,1,"WQ_w_fish","data","YB,FW1"
1999-02-08,9.86,10,9.72,0.197989898732233,2.00801114332893,2,"WQ_w_fish","data","YB,FW1"
1999-02-11,10.28,10.56,10,0.395979797464467,3.85194355510182,2,"WQ_w_fish","data","FW1,AL1,LIS"
1999-02-15,8.89,8.89,8.89,NA,NA,1,"WQ_w_fish","data","BL4"
1999-02-18,9.90666666666667,10,9.72,0.161658075373095,1.6318109896342,3,"WQ_w_fish","data","LIS,BL4"
1999-02-20,9.03,9.17,8.89,0.197989898732233,2.19257916646991,2,"WQ_w_fish","data","LIS,BL4"
1999-02-22,10.554,14.72,8.89,2.46020934068628,23.3106816437964,5,"WQ_w_fish","data","LIS,BL4,YB,AL1,FW1"
1999-02-24,10.415,12.22,9.44,1.2319496742968,11.8286094507614,4,"WQ_w_fish","data","BL4,LIS,YB,AL1,FW1"
1999-03-01,10.555,12.22,8.89,2.3546655813512,22.3085322723942,2,"WQ_w_fish","data","FW1,AL1,BL4,LIS"
1999-03-03,11.28,11.67,10.56,0.542494239600753,4.80934609575136,5,"WQ_w_fish","data","BL4,YB,LIS,AL1,FW1"
1999-03-08,9.445,10,8.89,0.640858798800484,6.78516462467426,4,"WQ_w_fish","data","BL4,LIS,FW1,AL1"
1999-03-10,9.5125,10,8.89,0.473805515656653,4.98087270072697,4,"WQ_w_fish","data","FW1,AL1,LIS,BL4"
1999-03-15,12.78,12.78,12.78,0,0,2,"WQ_w_fish","data","LIS,FW1"
1999-03-18,13.89,13.89,13.89,NA,NA,1,"WQ_w_fish","data","FW1"
1999-03-19,14.6316666666667,16.67,13.89,1.20140612062144,8.21099979921251,6,"WQ_w_fish","data","FW1"
1999-03-24,15.56,15.56,15.56,0,0,3,"WQ_w_fish","data","SB1"
1999-03-25,16.6666666666667,17.22,15.56,0.958401446854778,5.75040868112867,3,"WQ_w_fish","data","SB1"
1999-03-26,16.665,18.33,15,1.92257639640145,11.5366120396127,4,"WQ_w_fish","data","YB"
1999-03-29,16.78,17.22,16.67,0.245967477524976,1.46583717237769,5,"WQ_w_fish","data","YB"
1999-03-31,15.28,15.28,15.28,NA,NA,1,"WQ_w_fish","data","FW1"
1999-04-07,13.89,13.89,13.89,0,0,3,"WQ_w_fish","data","PCS"
1999-04-08,12.22,12.22,12.22,0,0,2,"WQ_w_fish","data","YB"
1999-04-09,15.9266666666667,16.67,15,0.849960783409055,5.33671483932014,3,"WQ_w_fish","data","AL1"
1999-04-14,22.5,24.44,21.11,1.46776474045854,6.52339884648241,4,"WQ_w_fish","data","YB"
1999-04-21,18.89,18.89,18.89,0,0,3,"WQ_w_fish","data","SB1"
1999-05-03,16.11,16.11,16.11,NA,NA,1,"WQ_w_fish","data","BL4"
1999-05-05,16.67,16.67,16.67,NA,NA,1,"WQ_w_fish","data","BL4"
1999-05-26,23.61,24.44,22.78,1.17379725676967,4.97161057505154,2,"WQ_w_fish","data","FW1,YB"
1999-06-14,22.22,22.22,22.22,0,0,2,"WQ_w_fish","data","BL4"
1999-06-21,24.44,24.44,24.44,NA,NA,1,"WQ_w_fish","data","FW1"
1999-06-28,24.72,24.72,24.72,NA,NA,1,"WQ_w_fish","data","STTD"
1999-06-30,26.39,26.39,26.39,NA,NA,1,"WQ_w_fish","data","STTD"
1999-07-30,21.11,21.11,21.11,NA,NA,1,"WQ_w_fish","data","BL4"
1999-08-30,24.4433333333333,25,23.89,0.555007507456731,2.27058846634419,3,"WQ_w_fish","data","YB,BL4,FW1"
1999-10-01,22.2266666666667,25.56,20.56,2.88675134594813,12.9877835000666,3,"WQ_w_fish","data","YB,BL4,FW1"
1999-10-28,17.5933333333333,18.89,16.67,1.15612859723014,6.57140165155442,3,"WQ_w_fish","data","FW1,BL4,YB"
1999-11-03,16.67,16.67,16.67,NA,NA,1,"WQ_w_fish","data","PCS"
1999-11-05,16.11,16.11,16.11,NA,NA,1,"WQ_w_fish","data","PCS"
1999-11-08,15.56,15.56,15.56,NA,NA,1,"WQ_w_fish","data","PCS"
1999-11-10,15.28,15.28,15.28,NA,NA,1,"WQ_w_fish","data","PCS"
1999-11-12,15.56,15.56,15.56,NA,NA,1,"WQ_w_fish","data","PCS"
1999-11-15,16.11,16.11,16.11,NA,NA,1,"WQ_w_fish","data","PCS"
1999-11-17,15.28,15.28,15.28,NA,NA,1,"WQ_w_fish","data","PCS"
1999-11-19,14.44,14.44,14.44,NA,NA,1,"WQ_w_fish","data","PCS"
1999-11-22,12.22,12.22,12.22,NA,NA,1,"WQ_w_fish","data","PCS"
1999-11-24,11.11,11.11,11.11,NA,NA,1,"WQ_w_fish","data","PCS"
1999-11-29,11.5975,11.94,11.11,0.349034382260545,3.00956570175076,4,"WQ_w_fish","data","BL4,YB,FW1,PCS"
1999-12-01,12.22,12.22,12.22,NA,NA,1,"WQ_w_fish","data","PCS"
1999-12-06,10.56,10.56,10.56,NA,NA,1,"WQ_w_fish","data","PCS"
1999-12-08,8.33,8.33,8.33,NA,NA,1,"WQ_w_fish","data","PCS"
1999-12-10,8.33,8.33,8.33,NA,NA,1,"WQ_w_fish","data","PCS"
1999-12-13,9.44,9.44,9.44,NA,NA,1,"WQ_w_fish","data","PCS"
1999-12-15,7.78,7.78,7.78,NA,NA,1,"WQ_w_fish","data","PCS"
1999-12-17,8.33,8.33,8.33,NA,NA,1,"WQ_w_fish","data","PCS"
1999-12-20,8.61,8.61,8.61,NA,NA,1,"WQ_w_fish","data","PCS"
1999-12-22,8.33,8.33,8.33,NA,NA,1,"WQ_w_fish","data","PCS"
1999-12-24,8.89,8.89,8.89,NA,NA,1,"WQ_w_fish","data","PCS"
1999-12-27,9.165,9.44,8.89,0.317542648054294,3.46473156633163,4,"WQ_w_fish","data","BL4,YB,FW1,PCS"
1999-12-29,7.22,7.22,7.22,NA,NA,1,"WQ_w_fish","data","PCS"
1999-12-31,8.33,8.33,8.33,NA,NA,1,"WQ_w_fish","data","PCS"
2000-01-03,8.89,8.89,8.89,NA,NA,1,"WQ_w_fish","data","PCS"
2000-01-07,7.78,7.78,7.78,NA,NA,1,"WQ_w_fish","data","PCS"
2000-01-10,7.78,7.78,7.78,NA,NA,1,"WQ_w_fish","data","PCS"
2000-01-12,9.025,9.44,8.61,0.586898628384834,6.50303189346077,2,"WQ_w_fish","data","PCS,STTD"
2000-01-14,9.865,10.56,9.17,0.982878425849301,9.9632886553401,2,"WQ_w_fish","data","PCS,STTD"
2000-01-18,11.11,11.11,11.11,NA,NA,1,"WQ_w_fish","data","PCS"
2000-01-19,11.39,11.67,11.11,0.395979797464467,3.47655660636055,2,"WQ_w_fish","data","PCS,STTD"
2000-01-21,12.365,13.06,11.67,0.982878425849301,7.94887525959807,2,"WQ_w_fish","data","PCS,STTD"
2000-01-26,11.11,11.11,11.11,NA,NA,1,"WQ_w_fish","data","PCS"
2000-01-27,11.11,11.11,11.11,NA,NA,1,"WQ_w_fish","data","YB"
2000-01-28,11.25,11.39,11.11,0.197989898732234,1.75991021095319,2,"WQ_w_fish","data","FW1,PCS"
2000-01-31,10.56,10.56,10.56,NA,NA,1,"WQ_w_fish","data","PCS"
2000-02-02,10.97,11.11,10.83,0.197989898732233,1.80483043511607,2,"WQ_w_fish","data","PCS,STTD"
2000-02-03,11.11,11.11,11.11,NA,NA,1,"WQ_w_fish","data","STTD"
2000-02-04,10.83,10.83,10.83,NA,NA,1,"WQ_w_fish","data","PCS"
2000-02-07,11.67,11.67,11.67,NA,NA,1,"WQ_w_fish","data","PCS"
2000-02-09,12.22,12.22,12.22,0,0,2,"WQ_w_fish","data","PCS,STTD"
2000-02-11,11.94,11.94,11.94,NA,NA,1,"WQ_w_fish","data","PCS"
2000-02-14,11.67,11.67,11.67,NA,NA,1,"WQ_w_fish","data","PCS"
2000-02-15,11.25,11.67,10.83,0.5939696961967,5.27973063285955,2,"WQ_w_fish","data","FW1,AL1"
2000-02-16,11.76,12.78,11.11,0.894371287553441,7.60519802341361,3,"WQ_w_fish","data","YB,BL4,LIS"
2000-02-22,11.11,11.11,11.11,0,0,3,"WQ_w_fish","data","LIS,AL1,BL4,FW1,STTD"
2000-02-23,11.11,11.11,11.11,0,0,2,"WQ_w_fish","data","YB,STTD"
2000-02-25,11.11,11.11,11.11,NA,NA,1,"WQ_w_fish","data","STTD"
2000-02-28,11.11,11.11,11.11,NA,NA,1,"WQ_w_fish","data","STTD"
2000-02-29,11.39,11.39,11.39,NA,NA,1,"WQ_w_fish","data","STTD"
2000-03-01,12.002,13.06,11.39,0.663679139343704,5.52973787155228,5,"WQ_w_fish","data","BL4,LIS,YB,AL1,FW1"
2000-03-06,11.11,11.11,11.11,NA,NA,1,"WQ_w_fish","data","STTD"
2000-03-07,11.056,11.67,10.56,0.41228630828588,3.72907297653654,5,"WQ_w_fish","data","BL4,LIS,YB,AL1,FW1"
2000-03-08,11.11,11.11,11.11,NA,NA,1,"WQ_w_fish","data","STTD"
2000-03-14,13.195,13.33,13.06,0.190918830920368,1.44690284896072,2,"WQ_w_fish","data","BL4,LIS,YB,STTD"
2000-03-15,12.2925,12.78,11.39,0.65703247002463,5.34498653670636,4,"WQ_w_fish","data","FW1,AL1,STTD"
2000-03-17,13.06,13.06,13.06,NA,NA,1,"WQ_w_fish","data","STTD"
2000-03-21,10.83,10.83,10.83,NA,NA,1,"WQ_w_fish","data","FW1,STTD"
2000-03-22,13.33,13.33,13.33,0,0,2,"WQ_w_fish","data","PCS,STTD"
2000-03-23,14.44,14.44,14.44,0,0,2,"WQ_w_fish","data","PCS,STTD"
2000-03-24,18.3755555555556,19.28,17.78,0.474660697528011,2.58310937099534,9,"WQ_w_fish","data","YB,AL1,PCS,STTD"
2000-03-27,16.67,16.67,16.67,NA,NA,1,"WQ_w_fish","data","PCS"
2000-03-28,18.276,19.72,16.11,1.97727843259365,10.8189890161614,5,"WQ_w_fish","data","YB,PCS,STTD"
2000-03-29,17.2233333333333,20.56,15.56,1.82574550983062,10.6004190623028,6,"WQ_w_fish","data","PCS,BL1,STTD"
2000-03-30,16.11,16.11,16.11,NA,NA,1,"WQ_w_fish","data","STTD"
2000-03-31,16.11,16.11,16.11,0,0,2,"WQ_w_fish","data","PCS,STTD"
2000-04-03,20,20,20,NA,NA,1,"WQ_w_fish","data","PCS"
2000-04-04,20,20.56,19.44,0.791959594928931,3.95979797464466,2,"WQ_w_fish","data","PCS,STTD"
2000-04-05,18.89,18.89,18.89,NA,NA,1,"WQ_w_fish","data","PCS"
2000-04-06,20.695,21.67,19.72,1.37885822331377,6.66276019963165,2,"WQ_w_fish","data","YB,STTD"
2000-04-07,18.724,20.28,17.78,1.03180909086904,5.51062321549371,5,"WQ_w_fish","data","YB,PCS,STTD"
2000-04-10,19.165,19.44,18.89,0.388908729652602,2.02926548214246,2,"WQ_w_fish","data","PCS,STTD"
2000-04-12,20.42,20.56,20.28,0.197989898732232,0.969588142665189,2,"WQ_w_fish","data","PCS,STTD"
2000-04-14,19.44,19.44,19.44,0,0,2,"WQ_w_fish","data","PCS,STTD"
2000-04-17,17.78,18.06,17.5,0.395979797464466,2.22710797224109,2,"WQ_w_fish","data","PCS,STTD"
2000-04-19,17.085,17.78,16.39,0.982878425849301,5.75287343195377,2,"WQ_w_fish","data","PCS,STTD"
2000-04-21,18.61,19.44,17.78,1.17379725676967,6.30734689290526,2,"WQ_w_fish","data","PCS,STTD"
2000-04-24,19.44,19.44,19.44,NA,NA,1,"WQ_w_fish","data","PCS"
2000-04-26,20.135,20.83,19.44,0.982878425849299,4.88144239309312,2,"WQ_w_fish","data","PCS,STTD"
2000-04-27,20.555,21.67,19.44,1.576848122046,7.67136036023353,2,"WQ_w_fish","data","FW1,YB"
2000-04-28,20.695,20.83,20.56,0.190918830920368,0.922536027641302,2,"WQ_w_fish","data","PCS,STTD"
2000-05-01,20,20.28,19.72,0.280000000000001,1.40000000000001,3,"WQ_w_fish","data","BL4,PCS,STTD"
2000-05-03,21.25,22.22,20.28,1.3717871555019,6.45546896706777,2,"WQ_w_fish","data","PCS,STTD"
2000-05-05,20.415,20.83,20,0.586898628384833,2.87484020761613,2,"WQ_w_fish","data","PCS,STTD"
2000-05-08,19.03,19.17,18.89,0.197989898732234,1.04040934699019,2,"WQ_w_fish","data","PCS,STTD"
2000-05-10,18.885,19.44,18.33,0.78488852711707,4.15614787988917,2,"WQ_w_fish","data","PCS,STTD"
2000-05-12,20.56,20.56,20.56,NA,NA,1,"WQ_w_fish","data","PCS"
2000-05-15,19.44,19.44,19.44,NA,NA,1,"WQ_w_fish","data","PCS"
2000-05-17,19.44,19.44,19.44,NA,NA,1,"WQ_w_fish","data","PCS"
2000-05-19,20.585,20.89,20.28,0.431335136523794,2.0953856522895,2,"WQ_w_fish","data","PCS,STTD"
2000-05-22,26.39,26.39,26.39,NA,NA,1,"WQ_w_fish","data","PCS"
2000-05-24,26.665,27.22,26.11,0.784888527117067,2.94351594643565,2,"WQ_w_fish","data","PCS,STTD"
2000-05-25,25.4633333333333,27.22,24.17,1.57690625381895,6.19285084625849,3,"WQ_w_fish","data","YB,BL4,FW1"
2000-05-26,25.56,25.56,25.56,NA,NA,1,"WQ_w_fish","data","PCS"
2000-06-02,25.28,25.56,25,0.395979797464466,1.56637578110944,2,"WQ_w_fish","data","PCS,STTD"
2000-06-05,20.28,20.56,20,0.395979797464466,1.95256310386817,2,"WQ_w_fish","data","PCS,STTD"
2000-06-07,20.42,20.56,20.28,0.197989898732232,0.969588142665189,2,"WQ_w_fish","data","PCS,STTD"
2000-06-09,21.39,21.67,21.11,0.395979797464468,1.85123794981051,2,"WQ_w_fish","data","PCS,STTD"
2000-06-12,22.08,22.22,21.94,0.197989898732232,0.896693381939455,2,"WQ_w_fish","data","PCS,STTD"
2000-06-14,23.195,23.33,23.06,0.190918830920368,0.823103388318032,2,"WQ_w_fish","data","PCS,STTD"
2000-06-16,25.695,25.83,25.56,0.190918830920368,0.743019384784462,2,"WQ_w_fish","data","PCS,STTD"
2000-06-19,23.055,23.33,22.78,0.388908729652599,1.68687369183517,2,"WQ_w_fish","data","PCS,STTD"
2000-06-21,23.61,23.89,23.33,0.395979797464468,1.67716983254751,2,"WQ_w_fish","data","PCS,STTD"
2000-06-23,23.89,23.89,23.89,NA,NA,1,"WQ_w_fish","data","PCS"
2000-06-26,25.056,28.06,23.61,1.97966663860358,7.9009683852314,5,"WQ_w_fish","data","BL4,YB,FW1,PCS,STTD"
2000-06-28,24.03,24.17,23.89,0.197989898732234,0.82392800138258,2,"WQ_w_fish","data","PCS,STTD"
2000-06-30,23.47,23.61,23.33,0.197989898732234,0.843587127107943,2,"WQ_w_fish","data","PCS,STTD"
2000-07-27,25.8366666666667,26.67,25.28,0.735141709695032,2.84534270298683,3,"WQ_w_fish","data","BL4,YB,FW1"
2000-09-08,25.37,26.11,24.44,0.851058164874762,3.35458480439402,3,"WQ_w_fish","data","BL4,YB,FW1"
2000-09-27,26.11,26.11,26.11,NA,NA,1,"WQ_w_fish","data","PCS"
2000-09-29,25.6975,26.11,25.56,0.275,1.07014301002043,4,"WQ_w_fish","data","BL4,YB,FW1,PCS"
2000-10-02,25.56,25.56,25.56,NA,NA,1,"WQ_w_fish","data","PCS"
2000-10-04,25.56,25.56,25.56,NA,NA,1,"WQ_w_fish","data","PCS"
2000-10-06,26.11,26.11,26.11,NA,NA,1,"WQ_w_fish","data","PCS"
2000-10-10,25.56,25.56,25.56,NA,NA,1,"WQ_w_fish","data","PCS"
2000-10-12,17.78,17.78,17.78,NA,NA,1,"WQ_w_fish","data","PCS"
2000-10-13,16.67,16.67,16.67,NA,NA,1,"WQ_w_fish","data","PCS"
2000-10-16,17.78,17.78,17.78,NA,NA,1,"WQ_w_fish","data","PCS"
2000-10-18,17.78,17.78,17.78,NA,NA,1,"WQ_w_fish","data","PCS"
2000-10-20,18.33,18.33,18.33,NA,NA,1,"WQ_w_fish","data","PCS"
2000-10-23,13.33,13.33,13.33,NA,NA,1,"WQ_w_fish","data","PCS"
2000-10-25,14.44,14.44,14.44,NA,NA,1,"WQ_w_fish","data","PCS"
2000-10-27,15,15,15,NA,NA,1,"WQ_w_fish","data","PCS"
2000-10-30,14.44,14.44,14.44,NA,NA,1,"WQ_w_fish","data","PCS"
2000-11-01,14.165,15,13.33,0.717797557347009,5.06740245214973,4,"WQ_w_fish","data","BL4,YB,FW1,PCS"
2000-11-03,13.33,13.33,13.33,NA,NA,1,"WQ_w_fish","data","PCS"
